Serial Number,Conrod Name,Conrod Variant,Conrod Size,Small End Diameter,Big End Diameter,Center Distance,Pin Name,Pin Size,Ball Bearing Name,Ball Bearing Variant,Ball Bearing Size,Amount
675,TVS  Pheonix,Local,2,13,30,92.5,GLX,2,XCD -125,Local,2,10
676,TVS  Pheonix,Local,3,13,30,92.5,GLX,3,XCD -125,Local,3,10
677,TVS  Pheonix,Local,4,13,30,92.5,GLX,4,XCD -125,Local,4,10
678,TVS  Pheonix,Local,5,13,30,92.5,GLX,5,XCD -125,Local,5,10
679,TVS  Pheonix,Local,6,13,30,92.5,GLX,6,XCD -125,Local,6,10
680,TVS  Pheonix,Local,7,13,30,92.5,GLX,7,XCD -125,Local,7,10
681,TVS  Pheonix,STD,STD,13,30,92.5,GLX,STD,XCD -125,STD,STD,10
682,TVS  Pheonix,STD,1,13,30,92.5,GLX,1,XCD -125,STD,1,10
683,TVS  Pheonix,STD,2,13,30,92.5,GLX,2,XCD -125,STD,2,10
684,TVS  Pheonix,STD,3,13,30,92.5,GLX,3,XCD -125,STD,3,10
685,TVS  Pheonix,STD,4,13,30,92.5,GLX,4,XCD -125,STD,4,10
686,TVS  Pheonix,STD,5,13,30,92.5,GLX,5,XCD -125,STD,5,10
687,TVS  Pheonix,STD,6,13,30,92.5,GLX,6,XCD -125,STD,6,10
688,TVS  Pheonix,STD,7,13,30,92.5,GLX,7,XCD -125,STD,7,10
689,Victor 3 Valve,Local,STD,13,30,92.5,GLX,STD,XCD -125,Local,STD,10
690,Victor 3 Valve,Local,1,13,30,92.5,GLX,1,XCD -125,Local,1,10
691,Victor 3 Valve,Local,2,13,30,92.5,GLX,2,XCD -125,Local,2,10
692,Victor 3 Valve,Local,3,13,30,92.5,GLX,3,XCD -125,Local,3,10
693,Victor 3 Valve,Local,4,13,30,92.5,GLX,4,XCD -125,Local,4,10
694,Victor 3 Valve,Local,5,13,30,92.5,GLX,5,XCD -125,Local,5,10
695,Victor 3 Valve,Local,6,13,30,92.5,GLX,6,XCD -125,Local,6,10
696,Victor 3 Valve,Local,7,13,30,92.5,GLX,7,XCD -125,Local,7,10
697,Victor 3 Valve,STD,STD,13,30,92.5,GLX,STD,XCD -125,STD,STD,10
698,Victor 3 Valve,STD,1,13,30,92.5,GLX,1,XCD -125,STD,1,10
699,Victor 3 Valve,STD,2,13,30,92.5,GLX,2,XCD -125,STD,2,10
700,Victor 3 Valve,STD,3,13,30,92.5,GLX,3,XCD -125,STD,3,10
701,Victor 3 Valve,STD,4,13,30,92.5,GLX,4,XCD -125,STD,4,10
702,Victor 3 Valve,STD,5,13,30,92.5,GLX,5,XCD -125,STD,5,10
703,Victor 3 Valve,STD,6,13,30,92.5,GLX,6,XCD -125,STD,6,10
704,Victor 3 Valve,STD,7,13,30,92.5,GLX,7,XCD -125,STD,7,10
705,Discover 125,Local,STD,13,30,92.5,Discover 125,STD,XCD -125,Local,STD,10
706,Discover 125,Local,1,13,30,92.5,Discover 125,1,XCD -125,Local,1,10
707,Discover 125,Local,2,13,30,92.5,Discover 125,2,XCD -125,Local,2,10
708,Discover 125,Local,3,13,30,92.5,Discover 125,3,XCD -125,Local,3,10
709,Discover 125,Local,4,13,30,92.5,Discover 125,4,XCD -125,Local,4,10
710,Discover 125,Local,5,13,30,92.5,Discover 125,5,XCD -125,Local,5,10
711,Discover 125,Local,6,13,30,92.5,Discover 125,6,XCD -125,Local,6,10
712,Discover 125,Local,7,13,30,92.5,Discover 125,7,XCD -125,Local,7,10
713,Discover 125,STD,STD,13,30,92.5,Discover 125,STD,XCD -125,STD,STD,10
714,Discover 125,STD,1,13,30,92.5,Discover 125,1,XCD -125,STD,1,10
715,Discover 125,STD,2,13,30,92.5,Discover 125,2,XCD -125,STD,2,10
716,Discover 125,STD,3,13,30,92.5,Discover 125,3,XCD -125,STD,3,10
717,Discover 125,STD,4,13,30,92.5,Discover 125,4,XCD -125,STD,4,10
718,Discover 125,STD,5,13,30,92.5,Discover 125,5,XCD -125,STD,5,10
719,Discover 125,STD,6,13,30,92.5,Discover 125,6,XCD -125,STD,6,10
720,Discover 125,STD,7,13,30,92.5,Discover 125,7,XCD -125,STD,7,10
721,Discover 135,Local,STD,13,30,92.5,Discover 125,STD,XCD -125,Local,STD,10
722,Discover 135,Local,1,13,30,92.5,Discover 125,1,XCD -125,Local,1,10
723,Discover 135,Local,2,13,30,92.5,Discover 125,2,XCD -125,Local,2,10
724,Discover 135,Local,3,13,30,92.5,Discover 125,3,XCD -125,Local,3,10
725,Discover 135,Local,4,13,30,92.5,Discover 125,4,XCD -125,Local,4,10
726,Discover 135,Local,5,13,30,92.5,Discover 125,5,XCD -125,Local,5,10
727,Discover 135,Local,6,13,30,92.5,Discover 125,6,XCD -125,Local,6,10
728,Discover 135,Local,7,13,30,92.5,Discover 125,7,XCD -125,Local,7,10
729,Discover 135,STD,STD,13,30,92.5,Discover 125,STD,XCD -125,STD,STD,10
730,Discover 135,STD,1,13,30,92.5,Discover 125,1,XCD -125,STD,1,10
731,Discover 135,STD,2,13,30,92.5,Discover 125,2,XCD -125,STD,2,10
732,Discover 135,STD,3,13,30,92.5,Discover 125,3,XCD -125,STD,3,10
733,Discover 135,STD,4,13,30,92.5,Discover 125,4,XCD -125,STD,4,10
734,Discover 135,STD,5,13,30,92.5,Discover 125,5,XCD -125,STD,5,10
735,Discover 135,STD,6,13,30,92.5,Discover 125,6,XCD -125,STD,6,10
736,Discover 135,STD,7,13,30,92.5,Discover 125,7,XCD -125,STD,7,10
737,Pulsar AS - 150,Local,STD,13,30,92.5,Pulsar AS - 150,STD,XCD -135,Local,STD,10
738,Pulsar AS - 150,Local,1,13,30,92.5,Pulsar AS - 150,1,XCD -135,Local,1,10
739,Pulsar AS - 150,Local,2,13,30,92.5,Pulsar AS - 150,2,XCD -135,Local,2,10
740,Pulsar AS - 150,Local,3,13,30,92.5,Pulsar AS - 150,3,XCD -135,Local,3,10
741,Pulsar AS - 150,Local,4,13,30,92.5,Pulsar AS - 150,4,XCD -135,Local,4,10
742,Pulsar AS - 150,Local,5,13,30,92.5,Pulsar AS - 150,5,XCD -135,Local,5,10
743,Pulsar AS - 150,Local,6,13,30,92.5,Pulsar AS - 150,6,XCD -135,Local,6,10
744,Pulsar AS - 150,Local,7,13,30,92.5,Pulsar AS - 150,7,XCD -135,Local,7,10
745,Pulsar AS - 150,STD,STD,13,30,92.5,Pulsar AS - 150,STD,XCD -135,STD,STD,10
746,Pulsar AS - 150,STD,1,13,30,92.5,Pulsar AS - 150,1,XCD -135,STD,1,10
747,Pulsar AS - 150,STD,2,13,30,92.5,Pulsar AS - 150,2,XCD -135,STD,2,10
748,Pulsar AS - 150,STD,3,13,30,92.5,Pulsar AS - 150,3,XCD -135,STD,3,10
749,Pulsar AS - 150,STD,4,13,30,92.5,Pulsar AS - 150,4,XCD -135,STD,4,10
750,Pulsar AS - 150,STD,5,13,30,92.5,Pulsar AS - 150,5,XCD -135,STD,5,10
751,Pulsar AS - 150,STD,6,13,30,92.5,Pulsar AS - 150,6,XCD -135,STD,6,10
752,Pulsar AS - 150,STD,7,13,30,92.5,Pulsar AS - 150,7,XCD -135,STD,7,10
753,XCD 135,Local,STD,13,30,92.5,XCD 135,STD,XCD -135,Local,STD,10
754,XCD 135,Local,1,13,30,92.5,XCD 135,1,XCD -135,Local,1,10
755,XCD 135,Local,2,13,30,92.5,XCD 135,2,XCD -135,Local,2,10
756,XCD 135,Local,3,13,30,92.5,XCD 135,3,XCD -135,Local,3,10
757,XCD 135,Local,4,13,30,92.5,XCD 135,4,XCD -135,Local,4,10
758,XCD 135,Local,5,13,30,92.5,XCD 135,5,XCD -135,Local,5,10
759,XCD 135,Local,6,13,30,92.5,XCD 135,6,XCD -135,Local,6,10
760,XCD 135,Local,7,13,30,92.5,XCD 135,7,XCD -135,Local,7,10
761,XCD 135,STD,STD,13,30,92.5,XCD 135,STD,XCD -135,STD,STD,10
762,XCD 135,STD,1,13,30,92.5,XCD 135,1,XCD -135,STD,1,10
763,XCD 135,STD,2,13,30,92.5,XCD 135,2,XCD -135,STD,2,10
764,XCD 135,STD,3,13,30,92.5,XCD 135,3,XCD -135,STD,3,10
765,XCD 135,STD,4,13,30,92.5,XCD 135,4,XCD -135,STD,4,10
766,XCD 135,STD,5,13,30,92.5,XCD 135,5,XCD -135,STD,5,10
767,XCD 135,STD,6,13,30,92.5,XCD 135,6,XCD -135,STD,6,10
768,XCD 135,STD,7,13,30,92.5,XCD 135,7,XCD -135,STD,7,10
769,RX - 100,Local,STD,13,30,92.5,RX 100,STD,RX - 100,Local,STD,10
770,RX - 100,Local,1,13,30,92.5,RX 100,1,RX - 100,Local,1,10
771,RX - 100,Local,2,13,30,92.5,RX 100,2,RX - 100,Local,2,10
772,RX - 100,Local,3,13,30,92.5,RX 100,3,RX - 100,Local,3,10
773,RX - 100,Local,4,13,30,92.5,RX 100,4,RX - 100,Local,4,10
774,RX - 100,Local,5,13,30,92.5,RX 100,5,RX - 100,Local,5,10
775,RX - 100,Local,6,13,30,92.5,RX 100,6,RX - 100,Local,6,10
776,RX - 100,Local,7,13,30,92.5,RX 100,7,RX - 100,Local,7,10
777,RX - 100,STD,STD,13,30,92.5,RX 100,STD,RX - 100,STD,STD,10
778,RX - 100,STD,1,13,30,92.5,RX 100,1,RX - 100,STD,1,10
779,RX - 100,STD,2,13,30,92.5,RX 100,2,RX - 100,STD,2,10
780,RX - 100,STD,3,13,30,92.5,RX 100,3,RX - 100,STD,3,10
781,RX - 100,STD,4,13,30,92.5,RX 100,4,RX - 100,STD,4,10
782,RX - 100,STD,5,13,30,92.5,RX 100,5,RX - 100,STD,5,10
783,RX - 100,STD,6,13,30,92.5,RX 100,6,RX - 100,STD,6,10
784,RX - 100,STD,7,13,30,92.5,RX 100,7,RX - 100,STD,7,10
785,RXG,Local,STD,13,30,92.5,RX 100,STD,RX - 100,Local,STD,10
786,RXG,Local,1,13,30,92.5,RX 100,1,RX - 100,Local,1,10
787,RXG,Local,2,13,30,92.5,RX 100,2,RX - 100,Local,2,10
788,RXG,Local,3,13,30,92.5,RX 100,3,RX - 100,Local,3,10
789,RXG,Local,4,13,30,92.5,RX 100,4,RX - 100,Local,4,10
790,RXG,Local,5,13,30,92.5,RX 100,5,RX - 100,Local,5,10
791,RXG,Local,6,13,30,92.5,RX 100,6,RX - 100,Local,6,10
792,RXG,Local,7,13,30,92.5,RX 100,7,RX - 100,Local,7,10
793,RXG,STD,STD,13,30,92.5,RX 100,STD,RX - 100,STD,STD,10
794,RXG,STD,1,13,30,92.5,RX 100,1,RX - 100,STD,1,10
795,RXG,STD,2,13,30,92.5,RX 100,2,RX - 100,STD,2,10
796,RXG,STD,3,13,30,92.5,RX 100,3,RX - 100,STD,3,10
797,RXG,STD,4,13,30,92.5,RX 100,4,RX - 100,STD,4,10
798,RXG,STD,5,13,30,92.5,RX 100,5,RX - 100,STD,5,10
799,RXG,STD,6,13,30,92.5,RX 100,6,RX - 100,STD,6,10
800,RXG,STD,7,13,30,92.5,RX 100,7,RX - 100,STD,7,10
801,SZ X - 100,Local,STD,13,30,92.5,SZ X - 100,STD,SZ X - 100,Local,STD,10
802,SZ X - 100,Local,1,13,30,92.5,SZ X - 100,1,SZ X - 100,Local,1,10
803,SZ X - 100,Local,2,13,30,92.5,SZ X - 100,2,SZ X - 100,Local,2,10
804,SZ X - 100,Local,3,13,30,92.5,SZ X - 100,3,SZ X - 100,Local,3,10
805,SZ X - 100,Local,4,13,30,92.5,SZ X - 100,4,SZ X - 100,Local,4,10
806,SZ X - 100,Local,5,13,30,92.5,SZ X - 100,5,SZ X - 100,Local,5,10
807,SZ X - 100,Local,6,13,30,92.5,SZ X - 100,6,SZ X - 100,Local,6,10
808,SZ X - 100,Local,7,13,30,92.5,SZ X - 100,7,SZ X - 100,Local,7,10
809,SZ X - 100,STD,STD,13,30,92.5,SZ X - 100,STD,SZ X - 100,STD,STD,10
810,SZ X - 100,STD,1,13,30,92.5,SZ X - 100,1,SZ X - 100,STD,1,10
811,SZ X - 100,STD,2,13,30,92.5,SZ X - 100,2,SZ X - 100,STD,2,10
812,SZ X - 100,STD,3,13,30,92.5,SZ X - 100,3,SZ X - 100,STD,3,10
813,SZ X - 100,STD,4,13,30,92.5,SZ X - 100,4,SZ X - 100,STD,4,10
814,SZ X - 100,STD,5,13,30,92.5,SZ X - 100,5,SZ X - 100,STD,5,10
815,SZ X - 100,STD,6,13,30,92.5,SZ X - 100,6,SZ X - 100,STD,6,10
816,SZ X - 100,STD,7,13,30,92.5,SZ X - 100,7,SZ X - 100,STD,7,10
817,XL - Super,Local,STD,13,30,92.5,XL - Super,STD,XL - Super,Local,STD,10
818,XL - Super,Local,1,13,30,92.5,XL - Super,1,XL - Super,Local,1,10
819,XL - Super,Local,2,13,30,92.5,XL - Super,2,XL - Super,Local,2,10
820,XL - Super,Local,3,13,30,92.5,XL - Super,3,XL - Super,Local,3,10
821,XL - Super,Local,4,13,30,92.5,XL - Super,4,XL - Super,Local,4,10
822,XL - Super,Local,5,13,30,92.5,XL - Super,5,XL - Super,Local,5,10
823,XL - Super,Local,6,13,30,92.5,XL - Super,6,XL - Super,Local,6,10
824,XL - Super,Local,7,13,30,92.5,XL - Super,7,XL - Super,Local,7,10
825,XL - Super,STD,STD,13,30,92.5,XL - Super,STD,XL - Super,STD,STD,10
826,XL - Super,STD,1,13,30,92.5,XL - Super,1,XL - Super,STD,1,10
827,XL - Super,STD,2,13,30,92.5,XL - Super,2,XL - Super,STD,2,10
828,XL - Super,STD,3,13,30,92.5,XL - Super,3,XL - Super,STD,3,10
829,XL - Super,STD,4,13,30,92.5,XL - Super,4,XL - Super,STD,4,10
830,XL - Super,STD,5,13,30,92.5,XL - Super,5,XL - Super,STD,5,10
831,XL - Super,STD,6,13,30,92.5,XL - Super,6,XL - Super,STD,6,10
832,XL - Super,STD,7,13,30,92.5,XL - Super,7,XL - Super,STD,7,10
833,XT,Local,STD,13,30,92.5,XL - Super,STD,XL - Super,Local,STD,10
834,XT,Local,1,13,30,92.5,XL - Super,1,XL - Super,Local,1,10
835,XT,Local,2,13,30,92.5,XL - Super,2,XL - Super,Local,2,10
836,XT,Local,3,13,30,92.5,XL - Super,3,XL - Super,Local,3,10
837,XT,Local,4,13,30,92.5,XL - Super,4,XL - Super,Local,4,10
838,XT,Local,5,13,30,92.5,XL - Super,5,XL - Super,Local,5,10
839,XT,Local,6,13,30,92.5,XL - Super,6,XL - Super,Local,6,10
840,XT,Local,7,13,30,92.5,XL - Super,7,XL - Super,Local,7,10
841,XT,STD,STD,13,30,92.5,XL - Super,STD,XL - Super,STD,STD,10
842,XT,STD,1,13,30,92.5,XL - Super,1,XL - Super,STD,1,10
843,XT,STD,2,13,30,92.5,XL - Super,2,XL - Super,STD,2,10
844,XT,STD,3,13,30,92.5,XL - Super,3,XL - Super,STD,3,10
845,XT,STD,4,13,30,92.5,XL - Super,4,XL - Super,STD,4,10
846,XT,STD,5,13,30,92.5,XL - Super,5,XL - Super,STD,5,10
847,XT,STD,6,13,30,92.5,XL - Super,6,XL - Super,STD,6,10
848,XT,STD,7,13,30,92.5,XL - Super,7,XL - Super,STD,7,10
849,CBZ,Local,STD,13,30,92.5,CBZ,STD,Pulsar 180,Local,STD,10
850,CBZ,Local,1,13,30,92.5,CBZ,1,Pulsar 180,Local,1,10
851,CBZ,Local,2,13,30,92.5,CBZ,2,Pulsar 180,Local,2,10
852,CBZ,Local,3,13,30,92.5,CBZ,3,Pulsar 180,Local,3,10
853,CBZ,Local,4,13,30,92.5,CBZ,4,Pulsar 180,Local,4,10
854,CBZ,Local,5,13,30,92.5,CBZ,5,Pulsar 180,Local,5,10
855,CBZ,Local,6,13,30,92.5,CBZ,6,Pulsar 180,Local,6,10
856,CBZ,Local,7,13,30,92.5,CBZ,7,Pulsar 180,Local,7,10
857,CBZ,STD,STD,13,30,92.5,CBZ,STD,Pulsar 180,STD,STD,10
858,CBZ,STD,1,13,30,92.5,CBZ,1,Pulsar 180,STD,1,10
859,CBZ,STD,2,13,30,92.5,CBZ,2,Pulsar 180,STD,2,10
860,CBZ,STD,3,13,30,92.5,CBZ,3,Pulsar 180,STD,3,10
861,CBZ,STD,4,13,30,92.5,CBZ,4,Pulsar 180,STD,4,10
862,CBZ,STD,5,13,30,92.5,CBZ,5,Pulsar 180,STD,5,10
863,CBZ,STD,6,13,30,92.5,CBZ,6,Pulsar 180,STD,6,10
864,CBZ,STD,7,13,30,92.5,CBZ,7,Pulsar 180,STD,7,10
865,Karizma,Local,STD,13,30,92.5,Karizma,STD,Pulsar 180,Local,STD,10
866,Karizma,Local,1,13,30,92.5,Karizma,1,Pulsar 180,Local,1,10
867,Karizma,Local,2,13,30,92.5,Karizma,2,Pulsar 180,Local,2,10
868,Karizma,Local,3,13,30,92.5,Karizma,3,Pulsar 180,Local,3,10
869,Karizma,Local,4,13,30,92.5,Karizma,4,Pulsar 180,Local,4,10
870,Karizma,Local,5,13,30,92.5,Karizma,5,Pulsar 180,Local,5,10
871,Karizma,Local,6,13,30,92.5,Karizma,6,Pulsar 180,Local,6,10
872,Karizma,Local,7,13,30,92.5,Karizma,7,Pulsar 180,Local,7,10
873,Karizma,STD,STD,13,30,92.5,Karizma,STD,Pulsar 180,STD,STD,10
874,Karizma,STD,1,13,30,92.5,Karizma,1,Pulsar 180,STD,1,10
875,Karizma,STD,2,13,30,92.5,Karizma,2,Pulsar 180,STD,2,10
876,Karizma,STD,3,13,30,92.5,Karizma,3,Pulsar 180,STD,3,10
877,Karizma,STD,4,13,30,92.5,Karizma,4,Pulsar 180,STD,4,10
878,Karizma,STD,5,13,30,92.5,Karizma,5,Pulsar 180,STD,5,10
879,Karizma,STD,6,13,30,92.5,Karizma,6,Pulsar 180,STD,6,10
880,Karizma,STD,7,13,30,92.5,Karizma,7,Pulsar 180,STD,7,10
881,Pulsar 150,Local,STD,13,30,92.5,Pulsar 150,STD,Pulsar 150,Local,STD,10
882,Pulsar 150,Local,1,13,30,92.5,Pulsar 150,1,Pulsar 150,Local,1,10
883,Pulsar 150,Local,2,13,30,92.5,Pulsar 150,2,Pulsar 150,Local,2,10
884,Pulsar 150,Local,3,13,30,92.5,Pulsar 150,3,Pulsar 150,Local,3,10
885,Pulsar 150,Local,4,13,30,92.5,Pulsar 150,4,Pulsar 150,Local,4,10
886,Pulsar 150,Local,5,13,30,92.5,Pulsar 150,5,Pulsar 150,Local,5,10
887,Pulsar 150,Local,6,13,30,92.5,Pulsar 150,6,Pulsar 150,Local,6,10
888,Pulsar 150,Local,7,13,30,92.5,Pulsar 150,7,Pulsar 150,Local,7,10
889,Pulsar 150,STD,STD,13,30,92.5,Pulsar 150,STD,Pulsar 150,STD,STD,10
890,Pulsar 150,STD,1,13,30,92.5,Pulsar 150,1,Pulsar 150,STD,1,10
891,Pulsar 150,STD,2,13,30,92.5,Pulsar 150,2,Pulsar 150,STD,2,10
892,Pulsar 150,STD,3,13,30,92.5,Pulsar 150,3,Pulsar 150,STD,3,10
893,Pulsar 150,STD,4,13,30,92.5,Pulsar 150,4,Pulsar 150,STD,4,10
894,Pulsar 150,STD,5,13,30,92.5,Pulsar 150,5,Pulsar 150,STD,5,10
895,Pulsar 150,STD,6,13,30,92.5,Pulsar 150,6,Pulsar 150,STD,6,10
896,Pulsar 150,STD,7,13,30,92.5,Pulsar 150,7,Pulsar 150,STD,7,10
897,Pulsar 180,Local,STD,13,30,92.5,Pulsar 150,STD,Pulsar 180,Local,STD,10
898,Pulsar 180,Local,1,13,30,92.5,Pulsar 150,1,Pulsar 180,Local,1,10
899,Pulsar 180,Local,2,13,30,92.5,Pulsar 150,2,Pulsar 180,Local,2,10
900,Pulsar 180,Local,3,13,30,92.5,Pulsar 150,3,Pulsar 180,Local,3,10
901,Pulsar 180,Local,4,13,30,92.5,Pulsar 150,4,Pulsar 180,Local,4,10
902,Pulsar 180,Local,5,13,30,92.5,Pulsar 150,5,Pulsar 180,Local,5,10
903,Pulsar 180,Local,6,13,30,92.5,Pulsar 150,6,Pulsar 180,Local,6,10
904,Pulsar 180,Local,7,13,30,92.5,Pulsar 150,7,Pulsar 180,Local,7,10
905,Pulsar 180,STD,STD,13,30,92.5,Pulsar 150,STD,Pulsar 180,STD,STD,10
906,Pulsar 180,STD,1,13,30,92.5,Pulsar 150,1,Pulsar 180,STD,1,10
907,Pulsar 180,STD,2,13,30,92.5,Pulsar 150,2,Pulsar 180,STD,2,10
908,Pulsar 180,STD,3,13,30,92.5,Pulsar 150,3,Pulsar 180,STD,3,10
909,Pulsar 180,STD,4,13,30,92.5,Pulsar 150,4,Pulsar 180,STD,4,10
910,Pulsar 180,STD,5,13,30,92.5,Pulsar 150,5,Pulsar 180,STD,5,10
911,Pulsar 180,STD,6,13,30,92.5,Pulsar 150,6,Pulsar 180,STD,6,10
912,Pulsar 180,STD,7,13,30,92.5,Pulsar 150,7,Pulsar 180,STD,7,10
913,B Compact,Local,STD,13,30,92.5,Pulsar 150,STD,Pulsar 180,Local,STD,10
914,B Compact,Local,1,13,30,92.5,Pulsar 150,1,Pulsar 180,Local,1,10
915,B Compact,Local,2,13,30,92.5,Pulsar 150,2,Pulsar 180,Local,2,10
916,B Compact,Local,3,13,30,92.5,Pulsar 150,3,Pulsar 180,Local,3,10
917,B Compact,Local,4,13,30,92.5,Pulsar 150,4,Pulsar 180,Local,4,10
918,B Compact,Local,5,13,30,92.5,Pulsar 150,5,Pulsar 180,Local,5,10
919,B Compact,Local,6,13,30,92.5,Pulsar 150,6,Pulsar 180,Local,6,10
920,B Compact,Local,7,13,30,92.5,Pulsar 150,7,Pulsar 180,Local,7,10
921,B Compact,STD,STD,13,30,92.5,Pulsar 150,STD,Pulsar 180,STD,STD,10
922,B Compact,STD,1,13,30,92.5,Pulsar 150,1,Pulsar 180,STD,1,10
923,B Compact,STD,2,13,30,92.5,Pulsar 150,2,Pulsar 180,STD,2,10
924,B Compact,STD,3,13,30,92.5,Pulsar 150,3,Pulsar 180,STD,3,10
925,B Compact,STD,4,13,30,92.5,Pulsar 150,4,Pulsar 180,STD,4,10
926,B Compact,STD,5,13,30,92.5,Pulsar 150,5,Pulsar 180,STD,5,10
927,B Compact,STD,6,13,30,92.5,Pulsar 150,6,Pulsar 180,STD,6,10
928,B Compact,STD,7,13,30,92.5,Pulsar 150,7,Pulsar 180,STD,7,10
929,Maxima,Local,STD,13,30,92.5,Pulsar 150,STD,Pulsar 180,Local,STD,10
930,Maxima,Local,1,13,30,92.5,Pulsar 150,1,Pulsar 180,Local,1,10
931,Maxima,Local,2,13,30,92.5,Pulsar 150,2,Pulsar 180,Local,2,10
932,Maxima,Local,3,13,30,92.5,Pulsar 150,3,Pulsar 180,Local,3,10
933,Maxima,Local,4,13,30,92.5,Pulsar 150,4,Pulsar 180,Local,4,10
934,Maxima,Local,5,13,30,92.5,Pulsar 150,5,Pulsar 180,Local,5,10
935,Maxima,Local,6,13,30,92.5,Pulsar 150,6,Pulsar 180,Local,6,10
936,Maxima,Local,7,13,30,92.5,Pulsar 150,7,Pulsar 180,Local,7,10
937,Maxima,STD,STD,13,30,92.5,Pulsar 150,STD,Pulsar 180,STD,STD,10
938,Maxima,STD,1,13,30,92.5,Pulsar 150,1,Pulsar 180,STD,1,10
939,Maxima,STD,2,13,30,92.5,Pulsar 150,2,Pulsar 180,STD,2,10
940,Maxima,STD,3,13,30,92.5,Pulsar 150,3,Pulsar 180,STD,3,10
941,Maxima,STD,4,13,30,92.5,Pulsar 150,4,Pulsar 180,STD,4,10
942,Maxima,STD,5,13,30,92.5,Pulsar 150,5,Pulsar 180,STD,5,10
943,Maxima,STD,6,13,30,92.5,Pulsar 150,6,Pulsar 180,STD,6,10
944,Maxima,STD,7,13,30,92.5,Pulsar 150,7,Pulsar 180,STD,7,10
945,Pulsar UG5 / BS6,Local,STD,13,30,92.5,Pulsar 150,STD,Pulsar 150,Local,STD,10
946,Pulsar UG5 / BS6,Local,1,13,30,92.5,Pulsar 150,1,Pulsar 150,Local,1,10
947,Pulsar UG5 / BS6,Local,2,13,30,92.5,Pulsar 150,2,Pulsar 150,Local,2,10
948,Pulsar UG5 / BS6,Local,3,13,30,92.5,Pulsar 150,3,Pulsar 150,Local,3,10
949,Pulsar UG5 / BS6,Local,4,13,30,92.5,Pulsar 150,4,Pulsar 150,Local,4,10
950,Pulsar UG5 / BS6,Local,5,13,30,92.5,Pulsar 150,5,Pulsar 150,Local,5,10
951,Pulsar UG5 / BS6,Local,6,13,30,92.5,Pulsar 150,6,Pulsar 150,Local,6,10
952,Pulsar UG5 / BS6,Local,7,13,30,92.5,Pulsar 150,7,Pulsar 150,Local,7,10
953,Pulsar UG5 / BS6,STD,STD,13,30,92.5,Pulsar 150,STD,Pulsar 150,STD,STD,10
954,Pulsar UG5 / BS6,STD,1,13,30,92.5,Pulsar 150,1,Pulsar 150,STD,1,10
955,Pulsar UG5 / BS6,STD,2,13,30,92.5,Pulsar 150,2,Pulsar 150,STD,2,10
956,Pulsar UG5 / BS6,STD,3,13,30,92.5,Pulsar 150,3,Pulsar 150,STD,3,10
957,Pulsar UG5 / BS6,STD,4,13,30,92.5,Pulsar 150,4,Pulsar 150,STD,4,10
958,Pulsar UG5 / BS6,STD,5,13,30,92.5,Pulsar 150,5,Pulsar 150,STD,5,10
959,Pulsar UG5 / BS6,STD,6,13,30,92.5,Pulsar 150,6,Pulsar 150,STD,6,10
960,Pulsar UG5 / BS6,STD,7,13,30,92.5,Pulsar 150,7,Pulsar 150,STD,7,10
961,CNG Auto,Local,STD,13,30,92.5,CNG,STD,Pulsar 150,Local,STD,10
962,CNG Auto,Local,1,13,30,92.5,CNG,1,Pulsar 150,Local,1,10
963,CNG Auto,Local,2,13,30,92.5,CNG,2,Pulsar 150,Local,2,10
964,CNG Auto,Local,3,13,30,92.5,CNG,3,Pulsar 150,Local,3,10
965,CNG Auto,Local,4,13,30,92.5,CNG,4,Pulsar 150,Local,4,10
966,CNG Auto,Local,5,13,30,92.5,CNG,5,Pulsar 150,Local,5,10
967,CNG Auto,Local,6,13,30,92.5,CNG,6,Pulsar 150,Local,6,10
968,CNG Auto,Local,7,13,30,92.5,CNG,7,Pulsar 150,Local,7,10
969,CNG Auto,STD,STD,13,30,92.5,CNG,STD,Pulsar 150,STD,STD,10
970,CNG Auto,STD,1,13,30,92.5,CNG,1,Pulsar 150,STD,1,10
971,CNG Auto,STD,2,13,30,92.5,CNG,2,Pulsar 150,STD,2,10
972,CNG Auto,STD,3,13,30,92.5,CNG,3,Pulsar 150,STD,3,10
973,CNG Auto,STD,4,13,30,92.5,CNG,4,Pulsar 150,STD,4,10
974,CNG Auto,STD,5,13,30,92.5,CNG,5,Pulsar 150,STD,5,10
975,CNG Auto,STD,6,13,30,92.5,CNG,6,Pulsar 150,STD,6,10
976,CNG Auto,STD,7,13,30,92.5,CNG,7,Pulsar 150,STD,7,10
977,Access Old,Local,STD,13,30,92.5,Access,STD,Access,Local,STD,10
978,Access Old,Local,1,13,30,92.5,Access,1,Access,Local,1,10
979,Access Old,Local,2,13,30,92.5,Access,2,Access,Local,2,10
980,Access Old,Local,3,13,30,92.5,Access,3,Access,Local,3,10
981,Access Old,Local,4,13,30,92.5,Access,4,Access,Local,4,10
982,Access Old,Local,5,13,30,92.5,Access,5,Access,Local,5,10
983,Access Old,Local,6,13,30,92.5,Access,6,Access,Local,6,10
984,Access Old,Local,7,13,30,92.5,Access,7,Access,Local,7,10
985,Access Old,STD,STD,13,30,92.5,Access,STD,Access,STD,STD,10
986,Access Old,STD,1,13,30,92.5,Access,1,Access,STD,1,10
987,Access Old,STD,2,13,30,92.5,Access,2,Access,STD,2,10
