Serial Number,Conrod Name,Conrod Variant,Conrod Size,Small End Diameter,Big End Diameter,Center Distance,Pin Name,Pin Size,Ball Bearing Name,Ball Bearing Variant,Ball Bearing Size,Amount
1116,Fiero,NRB,3,,,,Fiero,3,Fiero,NRB,3,
1117,Fiero,NRB,4,,,,Fiero,4,Fiero,NRB,4,
1118,Fiero,NRB,5,,,,Fiero,5,Fiero,NRB,5,
1119,Fiero,NRB,6,,,,Fiero,6,Fiero,NRB,6,
1120,Fiero,NRB,7,,,,Fiero,7,Fiero,NRB,7,
1121,K Nova,Local,STD,,,,K Nova,STD,Crux,Local,STD,
1122,K Nova,Local,1,,,,K Nova,1,Crux,Local,1,
1123,K Nova,Local,2,,,,K Nova,2,Crux,Local,2,
1124,K Nova,Local,3,,,,K Nova,3,Crux,Local,3,
1125,K Nova,Local,4,,,,K Nova,4,Crux,Local,4,
1126,K Nova,Local,5,,,,K Nova,5,Crux,Local,5,
1127,K Nova,Local,6,,,,K Nova,6,Crux,Local,6,
1128,K Nova,Local,7,,,,K Nova,7,Crux,Local,7,
1129,K Nova,NRB,STD,,,,K Nova,STD,Crux,NRB,STD,
1130,K Nova,NRB,1,,,,K Nova,1,Crux,NRB,1,
1131,K Nova,NRB,2,,,,K Nova,2,Crux,NRB,2,
1132,K Nova,NRB,3,,,,K Nova,3,Crux,NRB,3,
1133,K Nova,NRB,4,,,,K Nova,4,Crux,NRB,4,
1134,K Nova,NRB,5,,,,K Nova,5,Crux,NRB,5,
1135,K Nova,NRB,6,,,,K Nova,6,Crux,NRB,6,
1136,K Nova,NRB,7,,,,K Nova,7,Crux,NRB,7,
1137,Pep,Local,STD,,,,Pep,STD,Pep,Local,STD,
1138,Pep,Local,1,,,,Pep,1,Pep,Local,1,
1139,Pep,Local,2,,,,Pep,2,Pep,Local,2,
1140,Pep,Local,3,,,,Pep,3,Pep,Local,3,
1141,Pep,Local,4,,,,Pep,4,Pep,Local,4,
1142,Pep,Local,5,,,,Pep,5,Pep,Local,5,
1143,Pep,Local,6,,,,Pep,6,Pep,Local,6,
1144,Pep,Local,7,,,,Pep,7,Pep,Local,7,
1145,Pep,NRB,STD,,,,Pep,STD,Pep,NRB,STD,
1146,Pep,NRB,1,,,,Pep,1,Pep,NRB,1,
1147,Pep,NRB,2,,,,Pep,2,Pep,NRB,2,
1148,Pep,NRB,3,,,,Pep,3,Pep,NRB,3,
1149,Pep,NRB,4,,,,Pep,4,Pep,NRB,4,
1150,Pep,NRB,5,,,,Pep,5,Pep,NRB,5,
1151,Pep,NRB,6,,,,Pep,6,Pep,NRB,6,
1152,Pep,NRB,7,,,,Pep,7,Pep,NRB,7,
1153,YBX,Local,STD,,,,YBX,STD,YBX,Local,STD,
1154,YBX,Local,1,,,,YBX,1,YBX,Local,1,
1155,YBX,Local,2,,,,YBX,2,YBX,Local,2,
1156,YBX,Local,3,,,,YBX,3,YBX,Local,3,
1157,YBX,Local,4,,,,YBX,4,YBX,Local,4,
1158,YBX,Local,5,,,,YBX,5,YBX,Local,5,
1159,YBX,Local,6,,,,YBX,6,YBX,Local,6,
1160,YBX,Local,7,,,,YBX,7,YBX,Local,7,
1161,YBX,NRB,STD,,,,YBX,STD,YBX,NRB,STD,
1162,YBX,NRB,1,,,,YBX,1,YBX,NRB,1,
1163,YBX,NRB,2,,,,YBX,2,YBX,NRB,2,
1164,YBX,NRB,3,,,,YBX,3,YBX,NRB,3,
1165,YBX,NRB,4,,,,YBX,4,YBX,NRB,4,
1166,YBX,NRB,5,,,,YBX,5,YBX,NRB,5,
1167,YBX,NRB,6,,,,YBX,6,YBX,NRB,6,
1168,YBX,NRB,7,,,,YBX,7,YBX,NRB,7,
1169,Yamaha Gladiator,Local,STD,,,,Yamaha Gladiator,STD,Yamaha Gladiator,Local,STD,
1170,Yamaha Gladiator,Local,1,,,,Yamaha Gladiator,1,Yamaha Gladiator,Local,1,
1171,Yamaha Gladiator,Local,2,,,,Yamaha Gladiator,2,Yamaha Gladiator,Local,2,
1172,Yamaha Gladiator,Local,3,,,,Yamaha Gladiator,3,Yamaha Gladiator,Local,3,
1173,Yamaha Gladiator,Local,4,,,,Yamaha Gladiator,4,Yamaha Gladiator,Local,4,
1174,Yamaha Gladiator,Local,5,,,,Yamaha Gladiator,5,Yamaha Gladiator,Local,5,
1175,Yamaha Gladiator,Local,6,,,,Yamaha Gladiator,6,Yamaha Gladiator,Local,6,
1176,Yamaha Gladiator,Local,7,,,,Yamaha Gladiator,7,Yamaha Gladiator,Local,7,
1177,Yamaha Gladiator,NRB,STD,,,,Yamaha Gladiator,STD,Yamaha Gladiator,NRB,STD,
1178,Yamaha Gladiator,NRB,1,,,,Yamaha Gladiator,1,Yamaha Gladiator,NRB,1,
1179,Yamaha Gladiator,NRB,2,,,,Yamaha Gladiator,2,Yamaha Gladiator,NRB,2,
1180,Yamaha Gladiator,NRB,3,,,,Yamaha Gladiator,3,Yamaha Gladiator,NRB,3,
1181,Yamaha Gladiator,NRB,4,,,,Yamaha Gladiator,4,Yamaha Gladiator,NRB,4,
1182,Yamaha Gladiator,NRB,5,,,,Yamaha Gladiator,5,Yamaha Gladiator,NRB,5,
1183,Yamaha Gladiator,NRB,6,,,,Yamaha Gladiator,6,Yamaha Gladiator,NRB,6,
1184,Yamaha Gladiator,NRB,7,,,,Yamaha Gladiator,7,Yamaha Gladiator,NRB,7,
1185,Digital 135,Local,STD,,,,Digital 135,STD,Digital 135,Local,STD,
1186,Digital 135,Local,1,,,,Digital 135,1,Digital 135,Local,1,
1187,Digital 135,Local,2,,,,Digital 135,2,Digital 135,Local,2,
1188,Digital 135,Local,3,,,,Digital 135,3,Digital 135,Local,3,
1189,Digital 135,Local,4,,,,Digital 135,4,Digital 135,Local,4,
1190,Digital 135,Local,5,,,,Digital 135,5,Digital 135,Local,5,
1191,Digital 135,Local,6,,,,Digital 135,6,Digital 135,Local,6,
1192,Digital 135,Local,7,,,,Digital 135,7,Digital 135,Local,7,
1193,Digital 135,NRB,STD,,,,Digital 135,STD,Digital 135,NRB,STD,
1194,Digital 135,NRB,1,,,,Digital 135,1,Digital 135,NRB,1,
1195,Digital 135,NRB,2,,,,Digital 135,2,Digital 135,NRB,2,
1196,Digital 135,NRB,3,,,,Digital 135,3,Digital 135,NRB,3,
1197,Digital 135,NRB,4,,,,Digital 135,4,Digital 135,NRB,4,
1198,Digital 135,NRB,5,,,,Digital 135,5,Digital 135,NRB,5,
1199,Digital 135,NRB,6,,,,Digital 135,6,Digital 135,NRB,6,
1200,Digital 135,NRB,7,,,,Digital 135,7,Digital 135,NRB,7,
1201,CBZ - Extreme,Local,STD,,,,CBZ - Extreme,STD,CBZ - Extreme,Local,STD,
1202,CBZ - Extreme,Local,1,,,,CBZ - Extreme,1,CBZ - Extreme,Local,1,
1203,CBZ - Extreme,Local,2,,,,CBZ - Extreme,2,CBZ - Extreme,Local,2,
1204,CBZ - Extreme,Local,3,,,,CBZ - Extreme,3,CBZ - Extreme,Local,3,
1205,CBZ - Extreme,Local,4,,,,CBZ - Extreme,4,CBZ - Extreme,Local,4,
1206,CBZ - Extreme,Local,5,,,,CBZ - Extreme,5,CBZ - Extreme,Local,5,
1207,CBZ - Extreme,Local,6,,,,CBZ - Extreme,6,CBZ - Extreme,Local,6,
1208,CBZ - Extreme,Local,7,,,,CBZ - Extreme,7,CBZ - Extreme,Local,7,
1209,CBZ - Extreme,NRB,STD,,,,CBZ - Extreme,STD,CBZ - Extreme,NRB,STD,
1210,CBZ - Extreme,NRB,1,,,,CBZ - Extreme,1,CBZ - Extreme,NRB,1,
1211,CBZ - Extreme,NRB,2,,,,CBZ - Extreme,2,CBZ - Extreme,NRB,2,
1212,CBZ - Extreme,NRB,3,,,,CBZ - Extreme,3,CBZ - Extreme,NRB,3,
1213,CBZ - Extreme,NRB,4,,,,CBZ - Extreme,4,CBZ - Extreme,NRB,4,
1214,CBZ - Extreme,NRB,5,,,,CBZ - Extreme,5,CBZ - Extreme,NRB,5,
1215,CBZ - Extreme,NRB,6,,,,CBZ - Extreme,6,CBZ - Extreme,NRB,6,
1216,CBZ - Extreme,NRB,7,,,,CBZ - Extreme,7,CBZ - Extreme,NRB,7,
1217,Yamaha Ray,Local,STD,,,,RAY,STD,Fascino,Local,STD,
1218,Yamaha Ray,Local,1,,,,RAY,1,Fascino,Local,1,
1219,Yamaha Ray,Local,2,,,,RAY,2,Fascino,Local,2,
1220,Yamaha Ray,Local,3,,,,RAY,3,Fascino,Local,3,
1221,Yamaha Ray,Local,4,,,,RAY,4,Fascino,Local,4,
1222,Yamaha Ray,Local,5,,,,RAY,5,Fascino,Local,5,
1223,Yamaha Ray,Local,6,,,,RAY,6,Fascino,Local,6,
1224,Yamaha Ray,Local,7,,,,RAY,7,Fascino,Local,7,
1225,Yamaha Ray,NRB,STD,,,,RAY,STD,Fascino,NRB,STD,
1226,Yamaha Ray,NRB,1,,,,RAY,1,Fascino,NRB,1,
1227,Yamaha Ray,NRB,2,,,,RAY,2,Fascino,NRB,2,
1228,Yamaha Ray,NRB,3,,,,RAY,3,Fascino,NRB,3,
1229,Yamaha Ray,NRB,4,,,,RAY,4,Fascino,NRB,4,
1230,Yamaha Ray,NRB,5,,,,RAY,5,Fascino,NRB,5,
1231,Yamaha Ray,NRB,6,,,,RAY,6,Fascino,NRB,6,
1232,Yamaha Ray,NRB,7,,,,RAY,7,Fascino,NRB,7,
1233,Fascino,Local,STD,,,,Fascino,STD,Fascino,Local,STD,
1234,Fascino,Local,1,,,,Fascino,1,Fascino,Local,1,
1235,Fascino,Local,2,,,,Fascino,2,Fascino,Local,2,
1236,Fascino,Local,3,,,,Fascino,3,Fascino,Local,3,
1237,Fascino,Local,4,,,,Fascino,4,Fascino,Local,4,
1238,Fascino,Local,5,,,,Fascino,5,Fascino,Local,5,
1239,Fascino,Local,6,,,,Fascino,6,Fascino,Local,6,
1240,Fascino,Local,7,,,,Fascino,7,Fascino,Local,7,
1241,Fascino,NRB,STD,,,,Fascino,STD,Fascino,NRB,STD,
1242,Fascino,NRB,1,,,,Fascino,1,Fascino,NRB,1,
1243,Fascino,NRB,2,,,,Fascino,2,Fascino,NRB,2,
1244,Fascino,NRB,3,,,,Fascino,3,Fascino,NRB,3,
1245,Fascino,NRB,4,,,,Fascino,4,Fascino,NRB,4,
1246,Fascino,NRB,5,,,,Fascino,5,Fascino,NRB,5,
1247,Fascino,NRB,6,,,,Fascino,6,Fascino,NRB,6,
1248,Fascino,NRB,7,,,,Fascino,7,Fascino,NRB,7,
1249,XCD - 125,Local,STD,,,,XCD 125,STD,XCD -125,Local,STD,
1250,XCD - 125,Local,1,,,,XCD 125,1,XCD -125,Local,1,
1251,XCD - 125,Local,2,,,,XCD 125,2,XCD -125,Local,2,
1252,XCD - 125,Local,3,,,,XCD 125,3,XCD -125,Local,3,
1253,XCD - 125,Local,4,,,,XCD 125,4,XCD -125,Local,4,
1254,XCD - 125,Local,5,,,,XCD 125,5,XCD -125,Local,5,
1255,XCD - 125,Local,6,,,,XCD 125,6,XCD -125,Local,6,
1256,XCD - 125,Local,7,,,,XCD 125,7,XCD -125,Local,7,
1257,XCD - 125,NRB,STD,,,,XCD 125,STD,XCD -125,NRB,STD,
1258,XCD - 125,NRB,1,,,,XCD 125,1,XCD -125,NRB,1,
1259,XCD - 125,NRB,2,,,,XCD 125,2,XCD -125,NRB,2,
1260,XCD - 125,NRB,3,,,,XCD 125,3,XCD -125,NRB,3,
1261,XCD - 125,NRB,4,,,,XCD 125,4,XCD -125,NRB,4,
1262,XCD - 125,NRB,5,,,,XCD 125,5,XCD -125,NRB,5,
1263,XCD - 125,NRB,6,,,,XCD 125,6,XCD -125,NRB,6,
1264,XCD - 125,NRB,7,,,,XCD 125,7,XCD -125,NRB,7,
1265,TVS king,Local,STD,,,,TVS king,STD,TVS king,Local,STD,
1266,TVS king,Local,1,,,,TVS king,1,TVS king,Local,1,
1267,TVS king,Local,2,,,,TVS king,2,TVS king,Local,2,
1268,TVS king,Local,3,,,,TVS king,3,TVS king,Local,3,
1269,TVS king,Local,4,,,,TVS king,4,TVS king,Local,4,
1270,TVS king,Local,5,,,,TVS king,5,TVS king,Local,5,
1271,TVS king,Local,6,,,,TVS king,6,TVS king,Local,6,
1272,TVS king,Local,7,,,,TVS king,7,TVS king,Local,7,
1273,TVS king,NRB,STD,,,,TVS king,STD,TVS king,NRB,STD,
1274,TVS king,NRB,1,,,,TVS king,1,TVS king,NRB,1,
1275,TVS king,NRB,2,,,,TVS king,2,TVS king,NRB,2,
1276,TVS king,NRB,3,,,,TVS king,3,TVS king,NRB,3,
1277,TVS king,NRB,4,,,,TVS king,4,TVS king,NRB,4,
1278,TVS king,NRB,5,,,,TVS king,5,TVS king,NRB,5,
1279,TVS king,NRB,6,,,,TVS king,6,TVS king,NRB,6,
1280,TVS king,NRB,7,,,,TVS king,7,TVS king,NRB,7,
1281,Platina - 125,Local,STD,,,,XCD 125,STD,XCD -125,Local,STD,
1282,Platina - 125,Local,1,,,,XCD 125,1,XCD -125,Local,1,
1283,Platina - 125,Local,2,,,,XCD 125,2,XCD -125,Local,2,
1284,Platina - 125,Local,3,,,,XCD 125,3,XCD -125,Local,3,
1285,Platina - 125,Local,4,,,,XCD 125,4,XCD -125,Local,4,
1286,Platina - 125,Local,5,,,,XCD 125,5,XCD -125,Local,5,
1287,Platina - 125,Local,6,,,,XCD 125,6,XCD -125,Local,6,
1288,Platina - 125,Local,7,,,,XCD 125,7,XCD -125,Local,7,
1289,Platina - 125,NRB,STD,,,,XCD 125,STD,XCD -125,NRB,STD,
1290,Platina - 125,NRB,1,,,,XCD 125,1,XCD -125,NRB,1,
1291,Platina - 125,NRB,2,,,,XCD 125,2,XCD -125,NRB,2,
1292,Platina - 125,NRB,3,,,,XCD 125,3,XCD -125,NRB,3,
1293,Platina - 125,NRB,4,,,,XCD 125,4,XCD -125,NRB,4,
1294,Platina - 125,NRB,5,,,,XCD 125,5,XCD -125,NRB,5,
1295,Platina - 125,NRB,6,,,,XCD 125,6,XCD -125,NRB,6,
1296,Platina - 125,NRB,7,,,,XCD 125,7,XCD -125,NRB,7,
1297,H / Eterno,Local,STD,,,,H / Eterno,STD,H / Eterno,Local,STD,
1298,H / Eterno,Local,1,,,,H / Eterno,1,H / Eterno,Local,1,
1299,H / Eterno,Local,2,,,,H / Eterno,2,H / Eterno,Local,2,
1300,H / Eterno,Local,3,,,,H / Eterno,3,H / Eterno,Local,3,
1301,H / Eterno,Local,4,,,,H / Eterno,4,H / Eterno,Local,4,
1302,H / Eterno,Local,5,,,,H / Eterno,5,H / Eterno,Local,5,
1303,H / Eterno,Local,6,,,,H / Eterno,6,H / Eterno,Local,6,
1304,H / Eterno,Local,7,,,,H / Eterno,7,H / Eterno,Local,7,
1305,H / Eterno,NRB,STD,,,,H / Eterno,STD,H / Eterno,NRB,STD,
1306,H / Eterno,NRB,1,,,,H / Eterno,1,H / Eterno,NRB,1,
1307,H / Eterno,NRB,2,,,,H / Eterno,2,H / Eterno,NRB,2,
1308,H / Eterno,NRB,3,,,,H / Eterno,3,H / Eterno,NRB,3,
1309,H / Eterno,NRB,4,,,,H / Eterno,4,H / Eterno,NRB,4,
1310,H / Eterno,NRB,5,,,,H / Eterno,5,H / Eterno,NRB,5,
1311,H / Eterno,NRB,6,,,,H / Eterno,6,H / Eterno,NRB,6,
1312,H / Eterno,NRB,7,,,,H / Eterno,7,H / Eterno,NRB,7,
1313,Achiever,Local,STD,,,,Achiever,STD,Achiever,Local,STD,
1314,Achiever,Local,1,,,,Achiever,1,Achiever,Local,1,
1315,Achiever,Local,2,,,,Achiever,2,Achiever,Local,2,
1316,Achiever,Local,3,,,,Achiever,3,Achiever,Local,3,
1317,Achiever,Local,4,,,,Achiever,4,Achiever,Local,4,
1318,Achiever,Local,5,,,,Achiever,5,Achiever,Local,5,
1319,Achiever,Local,6,,,,Achiever,6,Achiever,Local,6,
1320,Achiever,Local,7,,,,Achiever,7,Achiever,Local,7,
1321,Achiever,NRB,STD,,,,Achiever,STD,Achiever,NRB,STD,
1322,Achiever,NRB,1,,,,Achiever,1,Achiever,NRB,1,
1323,Achiever,NRB,2,,,,Achiever,2,Achiever,NRB,2,
1324,Achiever,NRB,3,,,,Achiever,3,Achiever,NRB,3,
1325,Achiever,NRB,4,,,,Achiever,4,Achiever,NRB,4,
1326,Achiever,NRB,5,,,,Achiever,5,Achiever,NRB,5,
1327,Achiever,NRB,6,,,,Achiever,6,Achiever,NRB,6,
1328,Achiever,NRB,7,,,,Achiever,7,Achiever,NRB,7,
1329,Access,Local,STD,,,,Access,STD,Access,Local,STD,
1330,Access,Local,1,,,,Access,1,Access,Local,1,
1331,Access,Local,2,,,,Access,2,Access,Local,2,
1332,Access,Local,3,,,,Access,3,Access,Local,3,
1333,Access,Local,4,,,,Access,4,Access,Local,4,
1334,Access,Local,5,,,,Access,5,Access,Local,5,
1335,Access,Local,6,,,,Access,6,Access,Local,6,
1336,Access,Local,7,,,,Access,7,Access,Local,7,
1337,Access,NRB,STD,,,,Access,STD,Access,NRB,STD,
1338,Access,NRB,1,,,,Access,1,Access,NRB,1,
1339,Access,NRB,2,,,,Access,2,Access,NRB,2,
1340,Access,NRB,3,,,,Access,3,Access,NRB,3,
1341,Access,NRB,4,,,,Access,4,Access,NRB,4,
1342,Access,NRB,5,,,,Access,5,Access,NRB,5,
1343,Access,NRB,6,,,,Access,6,Access,NRB,6,
1344,Access,NRB,7,,,,Access,7,Access,NRB,7,
